token,entity
synapse,anatomy
uremia,disease_or_syndrome
lipase,drug
f-4,drug
bbr-3464,drug
erythremia,neoplastic_process
dppe,drug
elacridar,drug
midbrain,body_part_organ_or_organ_component
fructose,drug
morpholine,drug
polyphenols,drug
cinchocaine,drug
radioimmunoconjugates,pharmacologic_substance
zevalin,pharmacologic_substance
dpcpx,drug
papp,drug
to901317,pharmacologic_substance
rheumatism,disease
astrocytosis,disease
g3139,pharmacologic_substance
bronchioles,body_part_organ_or_organ_component
ono-6818,pharmacologic_substance
pollinosis,disease_or_syndrome
pracinostat,pharmacologic_substance
cck8,pharmacologic_substance
vilazodone,drug
brexpiprazole,pharmacologic_substance
guanfacine,pharmacologic_substance
piperine,drug
tolcapone,drug
penfluridol,drug
meprobamate,pharmacologic_substance
crenolanib,drug
clitoris,anatomy
fludrocortisone,drug
anthracite,pharmacologic_substance
phenthoate,drug
sialadenitis,disease_or_syndrome
plumbagin,pharmacologic_substance
erythritol,drug
cannabichromene,pharmacologic_substance
catalepsy,disease
epiphyses,anatomy
dinitrosocaffeidine,pharmacologic_substance
lactase,pharmacologic_substance
ym-58483,drug
polyacetylene,pharmacologic_substance
desvenlafaxine,drug
tenoxicam,pharmacologic_substance
osthol,drug
sn-6999,drug
leptospirosis,disease_or_syndrome
zurampic,drug
4-nerolidylcatechol,drug
gastrografin,drug
polyarthritides,disease_or_syndrome
sb-612111,drug
sulfamerazine,drug
gv150526a,drug
naproxcinod,drug
silodosin,pharmacologic_substance
iratumumab,drug
taranabant,drug
detanonoate,drug
hydroxytryptophan,drug
phenserine,drug
tetryzoline,pharmacologic_substance
lanitop,drug
methyldopa,drug
himoxol,pharmacologic_substance
ergotism,disease
methenolone,drug
oxygen,drug
cin,disease
histiocytosis,neoplastic_process
capsid,anatomy
phentolamine,drug
metronidazole,pharmacologic_substance
dihydrotestosterone,pharmacologic_substance
picrotoxin,drug
hemin,pharmacologic_substance
hamartoma,neoplastic_process
vaccines,pharmacologic_substance
iodine,pharmacologic_substance
isopropanol,drug
novobiocin,drug
codeine,drug
idarubicinol,drug
ametantrone,drug
dideoxycytidine,drug
telencephalon,anatomy
myometrium,body_part_organ_or_organ_component
nails,anatomy
schwannoma,neoplastic_process
hpns,disease_or_syndrome
triethylenethiophosphoramide,drug
3beta-hydroxy-5alpha-pregnan-20-one,drug
fluocinolone,drug
marijuana,pharmacologic_substance
niguldipine,drug
7-ethyl-10-hydroxycamptothecin,pharmacologic_substance
lamivudine,pharmacologic_substance
cb-1954,pharmacologic_substance
propionylpromazine,drug
pirlimycin,drug
diaphragm,anatomy
sirolimus,drug
oxaliplatin,drug
pnu-159548,drug
phenosafranine,pharmacologic_substance
am80,drug
differine,pharmacologic_substance
losartan,drug
dnqx,drug
pf-04418948,pharmacologic_substance
bithionol,drug
sarilumab,pharmacologic_substance
benzquercin,pharmacologic_substance
aurothiomalate,drug
hexachlorocyclohexane,drug
oligospermia,disease
phenthoate,pharmacologic_substance
dyschondrosteosis,disease_or_syndrome
acetates,drug
azd3241,pharmacologic_substance
m-aminophenol,drug
chiglitazar,pharmacologic_substance
d4t,drug
oxprenolol,pharmacologic_substance
imovane,drug
camphor,drug
dalbavancin,drug
tafenoquine,pharmacologic_substance
enchondroma,disease
hypersalivation,disease_or_syndrome
guaran,drug
gdc-0152,drug
lactacystin,drug
dysautonomia,disease
antiallergics,pharmacologic_substance
fluazuron,pharmacologic_substance
tma-dph,drug
oxymatrine,drug
pegvisomant,pharmacologic_substance
temocapril,drug
succinylcholine,pharmacologic_substance
z-360,drug
bromosulfophthalein,pharmacologic_substance
pge3,drug
amdoxovir,drug
indanone,pharmacologic_substance
actos,pharmacologic_substance
voxtalisib,drug
lightheadedness,disease
ipi-926,pharmacologic_substance
asp015k,drug
vinblastine,drug
neoplasm,neoplastic_process
callus,anatomy
lenperone,pharmacologic_substance
dehydroepiandrosterone,drug
disulfiram,pharmacologic_substance
fluorouracil,pharmacologic_substance
succinate,drug
alcohols,pharmacologic_substance
inositol,pharmacologic_substance
trenimon,pharmacologic_substance
retinoblastomas,disease
neuroblastomas,neoplastic_process
medulloblastoma,disease
urethra,body_part_organ_or_organ_component
21-acetylaminoprogesterone,drug
6-aminonicotinamide,drug
anagrelide,drug
aortas,body_part_organ_or_organ_component
h16,pharmacologic_substance
sensipar,drug
propiverine,drug
sotalol,drug
cb-1954,drug
onercept,drug
surital,pharmacologic_substance
neurofibromas,neoplastic_process
ionomycin,drug
myelitis,disease
velcade,pharmacologic_substance
artemisinin,pharmacologic_substance
cnidiadin,drug
am580,pharmacologic_substance
retinaldehyde,pharmacologic_substance
pyridostigmine,drug
s-nitrosocysteine,pharmacologic_substance
hyperopia,disease_or_syndrome
nociceptors,anatomy
ly341495,drug
adozelesin,pharmacologic_substance
pomalidomide,drug
pupil,anatomy
agomelatine,pharmacologic_substance
c225,pharmacologic_substance
hyperaldosteronism,disease
oxantel,drug
avn-944,pharmacologic_substance
stridor,disease
oncocytoma,neoplastic_process
hydrothorax,disease_or_syndrome
bns,pharmacologic_substance
narcolepsy,disease_or_syndrome
aza-bodipy,drug
fpdmm,disease_or_syndrome
phytochelatin,drug
trichomes,body_part_organ_or_organ_component
squalane,drug
enkelytin,drug
2-aminopyridine,drug
camphecene,pharmacologic_substance
cymelarsan,pharmacologic_substance
jy-1-106,pharmacologic_substance
pkc-412,drug
hyperforin,drug
hexadecadrol,pharmacologic_substance
cb-839,drug
presbyopia,disease_or_syndrome
lee011,drug
paraplegias,disease_or_syndrome
phenylethylamines,pharmacologic_substance
hydroxybupropion,pharmacologic_substance
achalasia,disease
hdpc,drug
alt-803,drug
annonacin,drug
benzoylecgonine,pharmacologic_substance
2-hydroxy-1-naphthaldehyde,pharmacologic_substance
hypericin,drug
cm-dil,drug
cycloprodigiosin,pharmacologic_substance
1-hexylcarbamoyl-5-fluorouracil,pharmacologic_substance
diflucan,pharmacologic_substance
bn80915,pharmacologic_substance
chryscandin,drug
terameprocol,drug
bz-423,pharmacologic_substance
tracazolate,pharmacologic_substance
cinnoxicam,pharmacologic_substance
australine,pharmacologic_substance
pentothal,drug
nordazepam,pharmacologic_substance
2-aminoethanethiol,pharmacologic_substance
peruvoside,drug
2-amino-4-hydroxyethylaminoanisole,drug
cerebrolysin,drug
teratozoospermia,disease
gsk690693,drug
l-carnosine,pharmacologic_substance
duodenitis,disease_or_syndrome
bedoradrine,pharmacologic_substance
epinephrine,pharmacologic_substance
brain,anatomy
colestipol,pharmacologic_substance
nefopam,drug
cimetidine,pharmacologic_substance
amp,drug
abscess,disease
catechol,pharmacologic_substance
alkylators,drug
manoalide,pharmacologic_substance
sepiapterin,drug
muscles,anatomy
deoxyglucose,pharmacologic_substance
6-aminochrysene,pharmacologic_substance
purpura,disease
tubulozole,drug
6-azauracil,drug
eserine,drug
papilloma,neoplastic_process
fructose,pharmacologic_substance
fh3,disease_or_syndrome
exatecan,drug
ncx-4016,pharmacologic_substance
2-iminothiolane,pharmacologic_substance
sb202190,pharmacologic_substance
hindbrain,anatomy
aracytine,pharmacologic_substance
su11248,pharmacologic_substance
gills,body_part_organ_or_organ_component
ly303511,drug
alpha-amylase,pharmacologic_substance
mipafox,drug
pyrogallol,pharmacologic_substance
dacomitinib,pharmacologic_substance
2-phenylethylamine,drug
brompheniramine,drug
plato,pharmacologic_substance
clioquinol,drug
tyloxapol,pharmacologic_substance
estazolam,pharmacologic_substance
provitamin,pharmacologic_substance
chlorotoxin,pharmacologic_substance
peroxiredoxin,pharmacologic_substance
pci-32765,drug
strictures,disease
rebamipide,drug
oclacitinib,pharmacologic_substance
scp-1,pharmacologic_substance
wedelolactone,drug
hypernatremia,disease_or_syndrome
selenomethionine,pharmacologic_substance
o-phthalaldehyde,pharmacologic_substance
cgp57148b,drug
tlck,drug
drotaverine,pharmacologic_substance
cipro,drug
fibrates,drug
hla-drb5,drug
azumolene,pharmacologic_substance
trofosfamide,drug
neratinib,drug
procyanidin,drug
dicyclohexylamine,pharmacologic_substance
1-phenyl-2-decanoylamino-3-morpholino-1-propanol,drug
fps-zm1,drug
alternariosis,disease
ndhsa,drug
corpses,anatomy
adamantinoma,disease
hib-tt,pharmacologic_substance
ci-994,pharmacologic_substance
emoxipin,pharmacologic_substance
sunburn,disease
d-fmau,drug
2-phenyl-4-quinolone,pharmacologic_substance
corytenchine,drug
n-desmethylclozapine,pharmacologic_substance
lidoderm,pharmacologic_substance
ethionamide,pharmacologic_substance
tert-butylcatechol,drug
promegestone,pharmacologic_substance
isogarcinol,drug
viibryd,pharmacologic_substance
tizoxanide,pharmacologic_substance
6-ethylmercaptopurine,drug
interferons,pharmacologic_substance
diaziquone,pharmacologic_substance
aneuploidy,cell_or_molecular_dysfunction
aemi,drug
histidinol,drug
1-deazatubercidin,drug
myoinositol,drug
17-hydroxyprogesterone,drug
tooth,body_part_organ_or_organ_component
leiomyomas,disease
dowex,pharmacologic_substance
amylase,drug
genital,anatomy
deoxycholate,pharmacologic_substance
bevacizumab,pharmacologic_substance
prostanoids,drug
rosacea,disease_or_syndrome
hyponatremia,disease
valopicitabine,drug
meclinertant,drug
tolvaptan,pharmacologic_substance
vasoconstrictors,drug
dequalinium,drug
piperacillin,drug
forehead,anatomy
foscarnet,drug
estrone-3-sulfate,pharmacologic_substance
icrf-159,pharmacologic_substance
esculetin,drug
leflunomide,drug
lanreotide,pharmacologic_substance
pons,anatomy
supraspinatus,anatomy
adenoid,body_part_organ_or_organ_component
indolin-2-one,pharmacologic_substance
nebivolol,drug
prostatitis,disease_or_syndrome
cephalexin,drug
ivermectin,pharmacologic_substance
regorafenib,pharmacologic_substance
n-acetyl-p-aminophenol,drug
dolutegravir,drug
incretin,drug
ziprazidone,drug
miramistin,drug
iopamidol,pharmacologic_substance
4-chlorophenol,drug
aches,disease
pimasertib,pharmacologic_substance
peroxiredoxin,drug
podofilox,pharmacologic_substance
leurosine,pharmacologic_substance
sotatercept,pharmacologic_substance
protegrin-1,drug
acylglycerols,drug
centrin,drug
fosfosal,pharmacologic_substance
splenosis,disease_or_syndrome
hemarthrosis,disease
7-oh-dpat,drug
tenidap,drug
cyclopamine,drug
clotrimazole,drug
oradexon,drug
pacns,disease_or_syndrome
kolaviron,pharmacologic_substance
presubiculum,anatomy
2-aminobenzamide,drug
monoisopropanolamine,pharmacologic_substance
b-220,pharmacologic_substance
licofelone,pharmacologic_substance
carisoprodol,drug
25i-nbome,pharmacologic_substance
diflunisal,drug
laryngitis,disease
xanthoxylin,drug
vaporub,pharmacologic_substance
avasimibe,pharmacologic_substance
formestane,pharmacologic_substance
chloroethylclonidine,drug
anastrazole,pharmacologic_substance
mdv3100,drug
anacetrapib,drug
azor,drug
tti-237,pharmacologic_substance
lipin,pharmacologic_substance
uvea,anatomy
c-1311,pharmacologic_substance
zantac,drug
acetophenazine,pharmacologic_substance
6-methoxypurine,pharmacologic_substance
hemopneumothorax,disease_or_syndrome
difethialone,drug
tetraethylenepentamine,pharmacologic_substance
rinderpest,disease
hydroxypropylcellulose,drug
butenolide,pharmacologic_substance
gw311616a,pharmacologic_substance
antide,pharmacologic_substance
novabone,pharmacologic_substance
cefoselis,drug
dropsy,disease
cancer,disease
tumorigenesis,neoplastic_process
leucine,drug
artery,body_part_organ_or_organ_component
prostate,anatomy
anll,neoplastic_process
5-methyltetrahydrofolate,drug
halothane,pharmacologic_substance
anthracenediones,pharmacologic_substance
a10,drug
hypercalcemia,disease
allergy,disease
gabaculin,pharmacologic_substance
d-glucose,pharmacologic_substance
6-methyluracil,drug
lincomycin,drug
hypocalcemia,disease
topicon,drug
sinusoid,body_part_organ_or_organ_component
eyelid,anatomy
sulfobromophthalein,drug
embolism,disease
prurigo,disease
cinacalcet,drug
amrubicin,drug
parecoxib,drug
qs-21,drug
eletriptan,pharmacologic_substance
trochanter,anatomy
s-adenosyl-l-methionine,pharmacologic_substance
tocopherol,drug
ectropion,disease_or_syndrome
ki23819,drug
spdp,drug
pdgf-bb,drug
mpgn,disease_or_syndrome
spondyloarthropathy,disease
mannan,drug
ind,drug
bcma,pharmacologic_substance
praziquantel,pharmacologic_substance
np-40,pharmacologic_substance
apoplexy,disease
sterility,disease
c283,pharmacologic_substance
glyburide,drug
injectables,pharmacologic_substance
saquinavir,pharmacologic_substance
lypressin,drug
fluvastatin,drug
ridaura,pharmacologic_substance
tecovirimat,pharmacologic_substance
epilepsies,disease
etomoxir,drug
sr59230a,drug
idelalisib,drug
shikonin,drug
mln8237,pharmacologic_substance
d145,pharmacologic_substance
aza-bodipy,pharmacologic_substance
plumbagin,drug
p22077,pharmacologic_substance
endometriomas,disease
vibrissae,anatomy
chickenpox,disease_or_syndrome
deltamethrin,drug
cepharanthin,drug
2-pyrone,pharmacologic_substance
semitendinosus,body_part_organ_or_organ_component
clonixin,pharmacologic_substance
hecnu,pharmacologic_substance
ba-2,pharmacologic_substance
mephenytoin,drug
tru-016,drug
custirsen,pharmacologic_substance
sotradecol,pharmacologic_substance
torasemide,drug
syl930,drug
obafluorin,drug
pipazethate,pharmacologic_substance
di-tert-butylhydroquinone,drug
gv150526a,pharmacologic_substance
bbr2778,drug
hypermelanosis,disease
bronchospasms,disease_or_syndrome
ruboxistaurin,drug
zetia,drug
fluindione,pharmacologic_substance
hki-272,pharmacologic_substance
radiculitis,disease
yigsr,drug
gr-55562,pharmacologic_substance
csl360,drug
mthf,pharmacologic_substance
u18666a,drug
euphol,pharmacologic_substance
xymedon,drug
corticosteroids,drug
formalin,pharmacologic_substance
pyrazoloacridine,pharmacologic_substance
arteritis,disease
feet,body_part_organ_or_organ_component
budr,drug
hmsn,disease
p23,pharmacologic_substance
kainate,pharmacologic_substance
hypopituitarism,disease_or_syndrome
histoplasmosis,disease_or_syndrome
diethyldithiocarbamate,drug
methyl-ccnu,pharmacologic_substance
carbenicillin,drug
carbamazepine,drug
capsaicin,drug
lappaconitine,drug
hla-g,drug
tramadol,drug
allylamine,pharmacologic_substance
top-53,drug
icrf-187,drug
m40,drug
myopathies,disease_or_syndrome
squalene,drug
feather,anatomy
hypertrichosis,disease_or_syndrome
osteopetrosis,disease_or_syndrome
keratosis,disease_or_syndrome
diketopiperazine,pharmacologic_substance
amlexanox,drug
dacomitinib,drug
rimantadine,drug
coinfections,disease
tribendimidine,pharmacologic_substance
doxapram,pharmacologic_substance
exophthalmos,disease_or_syndrome
letermovir,drug
carapace,body_part_organ_or_organ_component
multifidus,anatomy
ureters,anatomy
iobenguane,drug
asp2215,pharmacologic_substance
opium,drug
edrophonium,drug
rigosertib,pharmacologic_substance
meclocycline,drug
linifanib,pharmacologic_substance
19-norprogesterone,drug
amidox,drug
oligoadenylate,pharmacologic_substance
moroxydine,pharmacologic_substance
lufenuron,pharmacologic_substance
lasalocid,drug
triphenylethylene,drug
malathion,drug
abbv-075,drug
lipomatosis,disease
pyrrolidinedithiocarbamate,pharmacologic_substance
4-methylquinazoline,drug
npff,drug
phaclofen,drug
dihydroquinine,pharmacologic_substance
tendinosis,disease
prothazin,drug
vinepidine,drug
salicylates,pharmacologic_substance
opdivo,pharmacologic_substance
prt4165,drug
fidarestat,pharmacologic_substance
tylosis,disease
lawsone,drug
valethamate,drug
valspodar,drug
skf-525a,drug
pkh-26,drug
bads,drug
lassitude,disease
fosamax,pharmacologic_substance
ketonuria,disease_or_syndrome
tretazicar,pharmacologic_substance
gestodene,pharmacologic_substance
fluindione,drug
mcc-478,drug
sns-595,drug
gsk461364,pharmacologic_substance
sta-4783,pharmacologic_substance
tetramethylenedisulfotetramine,pharmacologic_substance
tracheas,body_part_organ_or_organ_component
illusions,disease
aeroplysinin-1,pharmacologic_substance
bushi,pharmacologic_substance
dg172,drug
anemia,disease_or_syndrome
osteosarcomas,neoplastic_process
ara-c,pharmacologic_substance
cholate,pharmacologic_substance
phenobarbitone,drug
fowlpox,disease_or_syndrome
telangiectasia,disease_or_syndrome
impy,pharmacologic_substance
isatin,drug
alpha-tocopherol,pharmacologic_substance
urothelium,tissue
constipation,disease
valproate,pharmacologic_substance
ganu,drug
pancreatitis,disease
skull,anatomy
anisomycin,drug
bic,pharmacologic_substance
tonsils,anatomy
o6-benzylguanine,drug
cysts,disease_or_syndrome
daidzein,drug
imidapril,drug
cc-4047,drug
ambroxol,drug
cervicitis,disease_or_syndrome
angiopoietin-2,drug
ebselen,drug
keratoacanthomas,neoplastic_process
adriblastina,pharmacologic_substance
cudips,pharmacologic_substance
phenosafranine,drug
cheek,anatomy
triptolide,pharmacologic_substance
cc-10004,drug
ketorolac,pharmacologic_substance
brainstems,anatomy
fibrocartilage,anatomy
atezolizumab,drug
organoids,anatomy
theanine,drug
selegiline,drug
didanosine,pharmacologic_substance
tolterodine,drug
fibroses,disease
candesartan,drug
pentamidine,pharmacologic_substance
